index,Recency,Frequency,Monetary
1844,0.892599777,1.072608392,-0.488389201
3544,-1.041948201,-0.427513616,-0.486075607
2066,-0.227657104,-0.93311034,-0.486052947
1513,-1.140982004,-0.93311034,-0.484762023
520,0.287728683,-0.553873918,-0.48428677
502,-1.354370194,0.023501002,-0.483902179
3027,0.526999603,0.880102338,-0.483427266
234,0.415819302,-0.58722335,-0.483427266
307,1.705645173,-0.397475362,-0.482907338
2188,-0.55532475,0.691589972,-0.482907338
3007,-0.060755989,-0.367988408,-0.482771742
794,1.355006515,0.507970447,-0.481303764
3327,0.487200996,-0.806664074,-0.480604283
175,-0.632016005,-0.000217723,-0.479657248
1354,-0.156030538,-1.026449096,-0.479589631
122,-0.612371324,-0.621376729,-0.479274136
1793,0.575803017,-1.246878045,-0.478598355
1331,0.220612081,-1.186184352,-0.476685699
671,0.968167927,-0.729314009,-0.476393443
3503,-0.851009019,-0.656395162,-0.475899018
2884,-0.114531535,-1.076633299,-0.47461895
1011,1.288974844,-1.026449096,-0.474147689
533,0.139347132,-1.567036168,-0.474102817
2763,1.433870675,-0.098041437,-0.473250559
3451,0.806047728,-1.695131297,-0.472847068
1446,-0.365689454,0.268126456,-0.472735011
2054,-0.25725009,-0.656395162,-0.472690191
576,-1.567758383,-1.567036168,-0.469623991
885,-1.216574491,0.330398444,-0.469601639
2630,-0.114531535,0.846754597,-0.469266402
2189,-0.954697669,1.49437273,-0.467546986
571,0.884071059,-0.000217723,-0.467145398
2445,0.734663077,-0.553873918,-0.466900048
1598,-1.140982004,-0.621376729,-0.466833143
987,1.009266088,-0.397475362,-0.466766242
925,-1.073418014,-0.621376729,-0.466008287
2289,-0.213070029,-0.20116426,-0.465028109
3222,-0.632016005,-0.427513616,-0.463159064
2496,1.57251207,-0.521274199,-0.463047902
1281,-0.272264215,-0.729314009,-0.462181191
933,0.99289989,-0.729314009,-0.462047906
2570,0.09132719,-0.000217723,-0.461492709
348,0.82358823,-0.553873918,-0.461492709
3510,1.840171086,-0.656395162,-0.461492709
2584,1.896318894,-0.889367174,-0.4613817
1125,0.331288728,0.350789912,-0.46118191
2204,-0.901324528,1.326333354,-0.460982153
3070,-0.757772767,-1.246878045,-0.460937767
120,-0.632016005,-0.58722335,-0.460826809
2817,-0.074041057,-0.656395162,-0.460405261
1348,-0.483156889,-0.692347911,-0.460227811
1849,0.209205956,-0.58722335,-0.459606941
19,1.981995138,-0.847276495,-0.459385279
2227,-0.901324528,-0.656395162,-0.459119337
1563,1.613000361,-0.692347911,-0.458942076
1902,-0.672349015,0.813012167,-0.458720535
578,0.95987435,-0.553873918,-0.457856912
3134,-0.875817158,0.138159617,-0.456816953
3087,1.933279275,0.371006336,-0.456617914
3427,-1.140982004,-0.073120917,-0.455777884
1851,-0.518725019,-0.521274199,-0.452555798
2492,-0.55532475,1.041369119,-0.452026957
1565,1.288974844,-0.621376729,-0.449232326
2723,-0.060755989,-0.553873918,-0.448924649
2470,-0.927593815,0.115724025,-0.446422168
1668,1.333151523,-1.312878513,-0.44572064
2241,0.174588488,-0.489375795,-0.445260481
1928,0.487200996,0.691589972,-0.444056127
3339,0.909576115,0.330398444,-0.443355958
387,-0.612371324,-0.621376729,-0.442612469
3098,1.160206634,0.601398085,-0.442000524
2415,-0.170101072,-0.58722335,-0.441126848
2813,-0.632016005,0.391052148,-0.440384715
749,-0.901324528,0.846754597,-0.43927236
611,-0.047572727,-0.767384301,-0.438858212
322,1.802250484,-1.385882298,-0.438727457
3170,1.579293995,-0.93311034,-0.437485987
1065,-0.074041057,0.225645948,-0.437203021
2354,0.689000305,-0.553873918,-0.436550272
1072,0.604605913,-0.93311034,-0.436332766
1056,1.770340703,0.896632459,-0.436267522
1294,-1.140982004,-0.621376729,-0.435789171
3167,-0.142080789,-0.339023471,-0.432988051
1644,-0.55532475,0.619684474,-0.43218581
388,1.524649043,-0.20116426,-0.431774052
606,1.770340703,-0.553873918,-0.430907645
2920,-0.500817436,-0.367988408,-0.429609181
3138,1.57251207,-0.656395162,-0.429392904
999,-1.479370101,-0.310553771,-0.428765916
625,0.243231541,-0.521274199,-0.428657847
2194,0.276694603,-0.692347911,-0.427124292
2569,1.033636967,-0.427513616,-0.427016367
3402,-0.365689454,-0.427513616,-0.426908452
1399,1.51775478,-0.553873918,-0.426778966
805,0.95987435,0.160362696,-0.426476886
761,-0.954697669,-0.58722335,-0.426476886
2606,1.5452461,-0.729314009,-0.426304302
1388,-1.216574491,0.246986399,-0.426088606
3020,1.99407588,-0.767384301,-0.425829821
1467,-0.31823085,0.070125054,-0.425678889
2889,-1.041948201,-0.553873918,-0.424967598
2731,1.659634595,-0.048517895,-0.424881409
335,-0.73576221,0.795988492,-0.424709049
2956,1.76392428,-0.489375795,-0.42464442
2830,-0.693076031,0.268126456,-0.424536713
1658,-0.060755989,1.057028602,-0.424493633
320,0.174588488,-0.9787174,-0.424342864
2537,-0.034488965,-0.489375795,-0.423137378
1685,1.963800953,-0.521274199,-0.422879213
944,0.556403925,-0.489375795,-0.422062049
3480,-0.483156889,0.977909047,-0.421288393
806,-1.073418014,-0.767384301,-0.421116536
3588,-0.73576221,0.046945496,-0.419699626
908,-0.632016005,-0.489375795,-0.419313478
297,-0.574040686,-0.397475362,-0.419206237
1301,0.456887639,-0.729314009,-0.418541547
1900,1.619701546,-0.729314009,-0.418541547
1909,-0.198617405,0.430648756,-0.417812943
247,1.483065053,-0.553873918,-0.417234654
2861,-0.114531535,-0.553873918,-0.416999132
2998,-0.213070029,-0.889367174,-0.416956314
2989,0.415819302,0.410931597,-0.416271439
3026,-1.354370194,0.330398444,-0.416014709
919,0.909576115,-0.339023471,-0.415415879
3308,-1.073418014,-0.521274199,-0.414774599
910,0.788387493,0.371006336,-0.413621132
1277,0.186195327,-0.310553771,-0.413130168
1497,1.795891301,-0.024220536,-0.412532735
1091,1.751056467,-0.806664074,-0.411722396
3182,1.795891301,-0.553873918,-0.41006073
3368,-1.354370194,-0.227880049,-0.409273283
3086,-0.73576221,0.070125054,-0.408294995
1355,-0.060755989,-0.656395162,-0.408061171
2736,-0.128248765,0.691589972,-0.407997408
2892,1.565716402,-0.255003783,-0.407891144
965,-0.927593815,-0.656395162,-0.407487426
2003,-0.31823085,-0.489375795,-0.407359963
3234,-1.041948201,0.813012167,-0.406913947
220,1.281550114,-0.767384301,-0.406446864
2173,-0.46573343,-0.553873918,-0.405895084
612,-1.17759363,-0.397475362,-0.405873867
2422,1.666245132,-0.489375795,-0.405534438
1477,-0.365689454,-1.312878513,-0.405110282
3444,-1.303996075,0.709268655,-0.404686272
1579,-1.411547387,-0.174838546,-0.404643879
3242,-0.170101072,1.088109692,-0.404198839
551,-1.354370194,-0.847276495,-0.402949344
2823,1.770340703,-1.076633299,-0.401130297
1848,0.517114563,-0.427513616,-0.400623131
2167,-0.060755989,-0.489375795,-0.400158412
1400,1.266646392,-0.310553771,-0.397415883
1392,1.95162223,-0.458135302,-0.397310522
3009,1.969875487,-0.58722335,-0.396973427
1805,-0.074041057,-0.521274199,-0.396446898
1873,1.129080327,-0.282554741,-0.395604915
2392,-0.714205625,-0.656395162,-0.395099999
3575,-0.593051416,-0.458135302,-0.394427096
2477,-0.087430327,-0.073120917,-0.392116762
3518,-0.431561164,-0.123292073,-0.391005129
2193,-1.479370101,0.160362696,-0.390690696
3166,1.666245132,-0.489375795,-0.389873541
816,-0.851009019,0.488864841,-0.389768816
766,-0.227657104,-0.427513616,-0.3896641
291,-0.128248765,-0.458135302,-0.389350005
3436,0.679766079,-0.58722335,-0.388994126
1283,1.908680158,-0.553873918,-0.388010753
99,-0.693076031,0.564434817,-0.386944566
3374,-1.479370101,-0.521274199,-0.38604633
1957,-0.55532475,0.330398444,-0.38575402
3568,-1.411547387,-0.58722335,-0.385023546
2147,-0.500817436,0.023501002,-0.384981817
778,1.99407588,-0.489375795,-0.383355492
1117,-0.826845578,0.160362696,-0.38243901
274,1.63972634,-0.458135302,-0.382209994
2385,0.066849357,-0.806664074,-0.381916499
2579,-1.303996075,-0.9787174,-0.381544005
1738,-0.349695081,-1.186184352,-0.380420952
3133,1.99407588,0.023501002,-0.376477458
93,-0.803279042,-0.521274199,-0.375648828
2455,1.369492288,-1.468745318,-0.374200041
2221,0.477141755,-0.692347911,-0.373827766
3100,-1.073418014,0.813012167,-0.373662346
353,0.926446015,-0.367988408,-0.372174545
3501,-0.574040686,1.025628706,-0.371679003
2389,-0.757772767,0.330398444,-0.371493225
1397,1.5452461,-1.468745318,-0.37072976
2836,1.496984995,-0.58722335,-0.369904914
1716,-0.047572727,-0.767384301,-0.369801846
1751,-0.632016005,0.450207536,-0.369327844
2261,1.565716402,0.863476939,-0.367804003
3440,0.689000305,0.488864841,-0.366035369
2509,-0.851009019,0.637844308,-0.365603871
1808,-0.73576221,-1.567036168,-0.365131447
2267,-0.448537757,-0.367988408,-0.3649261
2416,-0.536890305,0.204099296,-0.364515508
1775,1.483065053,-0.521274199,-0.36389987
393,-0.593051416,-0.889367174,-0.363694724
1236,1.659634595,-0.692347911,-0.363551142
39,-0.272264215,-1.246878045,-0.363284533
359,0.103446888,-0.397475362,-0.362874475
2076,1.705645173,-0.553873918,-0.362710489
1692,0.174588488,-0.521274199,-0.361686061
144,0.042042917,-0.282554741,-0.361194631
1753,-0.982721077,-0.656395162,-0.359782835
1437,1.789520792,1.548620198,-0.359537466
3429,-0.142080789,0.371006336,-0.359394356
2430,0.526999603,-0.458135302,-0.359189942
1958,0.174588488,-1.026449096,-0.358556468
915,-0.156030538,0.977909047,-0.358474753
277,1.113391658,-0.427513616,-0.357392523
2772,1.440944429,-0.489375795,-0.355597657
1010,-0.287429247,-0.367988408,-0.355332723
2905,-0.652002409,0.961831898,-0.355006726
1198,1.325832364,-0.729314009,-0.35480302
3165,-0.060755989,-0.58722335,-0.35441607
496,1.802250484,-0.000217723,-0.353072846
395,-0.757772767,-0.397475362,-0.352950806
2095,-0.954697669,-0.255003783,-0.351954582
145,1.57251207,-0.489375795,-0.351040372
1105,-0.333877457,-0.427513616,-0.350796694
2144,-0.25725009,-1.129692039,-0.350796694
2846,1.51775478,-0.767384301,-0.349132816
90,0.968167927,-0.521274199,-0.348828684
2219,1.51775478,-0.93311034,-0.348686781
957,0.276694603,-0.806664074,-0.348605701
2759,0.384507023,-0.367988408,-0.348281431
3481,-1.041948201,0.350789912,-0.347936985
298,0.788387493,-0.489375795,-0.347633141
681,-0.114531535,-0.553873918,-0.347309119
2710,-0.227657104,-1.695131297,-0.347187633
2655,0.054488041,0.469611695,-0.346924452
1904,0.115489141,0.246986399,-0.346641087
3300,1.613000361,-0.489375795,-0.346479193
156,0.446691531,-0.58722335,-0.346175697
2236,-0.757772767,0.829933595,-0.344699719
1095,0.174588488,-1.312878513,-0.343185088
1762,-1.106353868,-1.076633299,-0.341732739
1481,0.066849357,-0.656395162,-0.341329603
3014,-1.411547387,-0.148886303,-0.339275596
2412,0.016894271,-0.458135302,-0.338048803
3629,-0.333877457,-1.246878045,-0.337144549
3499,-0.780267246,1.26840348,-0.336542069
1636,-0.213070029,1.49437273,-0.336220863
2335,-1.17759363,-0.767384301,-0.335578694
478,0.436448542,0.093048461,-0.33485664
3095,-0.901324528,0.880102338,-0.334515813
2954,0.426158022,-0.489375795,-0.332292646
2040,0.901101377,-0.148886303,-0.332012522
2739,0.352735322,0.391052148,-0.331912492
2036,0.689000305,-0.458135302,-0.331652452
1887,-0.875817158,0.350789912,-0.329074922
2216,-0.034488965,-0.58722335,-0.329035001
3008,1.975940199,0.160362696,-0.32871568
501,-1.17759363,0.138159617,-0.32867577
2254,-0.198617405,-0.174838546,-0.328157059
250,-0.074041057,-0.397475362,-0.327100339
1856,-0.431561164,-0.889367174,-0.326442822
3397,0.426158022,-0.048517895,-0.325944928
68,-0.901324528,-0.521274199,-0.3251686
2460,0.6330652,1.354923695,-0.324949721
2232,-0.574040686,-0.000217723,-0.324531965
771,-0.060755989,-0.521274199,-0.324531965
1779,1.51775478,-0.521274199,-0.323120561
1916,-0.612371324,-0.310553771,-0.322643818
2801,-0.46573343,-0.427513616,-0.322643818
1628,1.001095023,0.673794595,-0.322584238
293,-1.258454391,-0.458135302,-0.322028288
276,-0.851009019,-0.847276495,-0.321373371
545,-0.25725009,-0.767384301,-0.32133369
3541,2.095242391,-0.073120917,-0.320936946
438,-0.73576221,0.160362696,-0.320540325
2242,0.95987435,1.057028602,-0.320461015
618,-0.142080789,-0.489375795,-0.319826716
601,0.866931218,-0.489375795,-0.318717446
2798,-0.034488965,-1.695131297,-0.318361099
2414,0.103446888,-0.621376729,-0.317965273
2837,0.734663077,-0.656395162,-0.312397089
1976,-0.483156889,-0.339023471,-0.310349648
2310,1.908680158,-0.098041437,-0.310113615
1978,-0.128248765,0.309827306,-0.308050166
155,0.265601039,-0.692347911,-0.307323832
2278,1.20628808,-0.553873918,-0.307127597
128,-0.448537757,-0.621376729,-0.306892153
1191,0.054488041,-0.227880049,-0.306617523
2191,1.988040349,-0.255003783,-0.306068439
1925,-0.518725019,-0.339023471,-0.305637179
1339,0.36337819,-0.692347911,-0.305578382
617,1.718679954,-0.339023471,-0.304520496
2854,-1.354370194,-0.282554741,-0.303737436
2273,-0.612371324,-0.367988408,-0.303287391
1039,1.419676269,-0.367988408,-0.302622396
1959,-0.714205625,-1.695131297,-0.302622396
3624,2.071677498,-1.695131297,-0.302622396
3225,-1.303996075,0.225645948,-0.302231382
2190,-1.479370101,1.535136277,-0.301098111
2365,1.419676269,-1.186184352,-0.299497595
1079,-1.041948201,1.164478969,-0.297061592
3617,0.276694603,-0.656395162,-0.296769579
2513,0.00418711,-0.521274199,-0.296672257
1414,-0.25725009,-0.767384301,-0.295602189
2809,-0.693076031,1.943846616,-0.293930765
3483,-0.757772767,-0.553873918,-0.293503537
3094,0.042042917,-0.227880049,-0.290594372
2197,0.892599777,0.977909047,-0.289258346
1862,-0.803279042,-1.385882298,-0.289122884
1918,1.808598403,0.391052148,-0.288581177
1498,-0.198617405,-0.397475362,-0.28769172
2103,-0.047572727,-1.129692039,-0.284911268
66,-0.365689454,-0.553873918,-0.284274918
694,0.405431699,-0.847276495,-0.284139975
2895,0.725597067,-0.806664074,-0.283735229
1126,-1.073418014,-0.339023471,-0.28159795
2620,0.016894271,-0.367988408,-0.280444124
3571,-1.140982004,-0.174838546,-0.279848381
383,-1.216574491,1.795735022,-0.278907279
3152,0.115489141,-0.123292073,-0.278158724
708,1.988040349,-0.339023471,-0.277794199
154,2.018122126,-0.427513616,-0.277736652
1132,-0.034488965,-0.489375795,-0.277659926
3520,1.646375273,-0.458135302,-0.277448954
245,0.497215824,-0.427513616,-0.277429776
3218,-0.73576221,0.160362696,-0.275513439
1930,0.09132719,-0.339023471,-0.27532196
691,1.476082774,-0.521274199,-0.275073079
2281,-1.17759363,-0.367988408,-0.274900805
1774,1.426781323,-0.255003783,-0.273810264
2596,1.160206634,-0.310553771,-0.273141084
1999,1.057798642,-0.282554741,-0.273045515
21,-1.411547387,-0.692347911,-0.272816178
2112,-0.25725009,-0.339023471,-0.272338521
399,1.20628808,-0.367988408,-0.271937425
1640,-0.448537757,-0.255003783,-0.271211944
2001,1.613000361,-0.310553771,-0.270601326
134,1.666245132,-0.58722335,-0.269990992
640,1.175646914,-0.427513616,-0.269152249
1328,1.921000148,-0.282554741,-0.268904542
1712,-0.272264215,-0.367988408,-0.268428313
1687,1.34773848,-0.427513616,-0.268256913
3109,1.957716551,0.430648756,-0.268066495
2730,-0.302749829,0.350789912,-0.267818993
2626,0.016894271,-0.227880049,-0.265536567
7,1.340453522,-0.889367174,-0.265232544
450,0.016894271,-0.427513616,-0.264415833
1967,1.025536854,0.72683291,-0.264282928
88,-0.448537757,-0.427513616,-0.263333999
2752,1.033636967,1.057028602,-0.262973586
2764,-0.927593815,-0.427513616,-0.262878757
30,-0.780267246,1.088109692,-0.262404715
1307,-1.041948201,0.023501002,-0.261836091
1222,0.595043741,-0.367988408,-0.259053391
369,1.840171086,-0.521274199,-0.258505119
1539,-1.140982004,-1.026449096,-0.258316113
1322,1.288974844,-0.310553771,-0.257692586
3125,-0.398233049,-0.310553771,-0.257541472
271,-1.106353868,-0.621376729,-0.257163765
1701,1.531528958,-0.282554741,-0.256993832
1611,-0.272264215,-1.246878045,-0.256899434
2624,1.586062261,-1.129692039,-0.256616281
980,-1.073418014,-0.397475362,-0.255446565
2957,1.57251207,-0.621376729,-0.254032975
1651,0.029512257,1.480678928,-0.253599778
548,0.604605913,-0.427513616,-0.253354991
755,-0.954697669,-0.521274199,-0.250796868
1043,-0.087430327,-0.806664074,-0.249632313
1226,-0.927593815,0.450207536,-0.248506304
1110,-0.287429247,-1.246878045,-0.248243707
1570,1.274107341,0.023501002,-0.247549952
403,1.033636967,-0.339023471,-0.247212582
1645,0.127455416,0.410931597,-0.247118883
1927,-1.479370101,0.709268655,-0.246219714
2234,-0.826845578,-0.367988408,-0.243824924
2802,-0.954697669,1.103533678,-0.242423743
423,1.619701546,-0.847276495,-0.242311713
3460,-0.574040686,1.149353063,-0.242069013
3452,0.029512257,0.619684474,-0.241285211
1033,0.456887639,-0.20116426,-0.2396072
2493,-0.047572727,1.253760079,-0.239588567
2787,0.415819302,0.619684474,-0.239383626
1981,-0.632016005,-0.621376729,-0.238433857
1853,0.901101377,0.619684474,-0.238136031
2128,1.113391658,-0.339023471,-0.235402888
65,1.5452461,-0.427513616,-0.233157383
1850,-1.567758383,-0.255003783,-0.232990514
1686,-0.213070029,-0.282554741,-0.232286187
84,-1.354370194,-0.174838546,-0.231656317
194,0.651853123,-0.282554741,-0.230527006
2259,-0.73576221,-0.227880049,-0.22891801
2590,-0.114531535,-0.000217723,-0.224968526
2789,-0.632016005,-0.367988408,-0.224176352
3611,-0.593051416,-0.427513616,-0.22343987
2689,-0.008611146,0.391052148,-0.222961375
2637,0.066849357,-0.20116426,-0.222115229
1295,1.089697904,-0.048517895,-0.220681687
3212,-0.826845578,1.179533017,-0.220663318
278,-0.483156889,-0.367988408,-0.219947136
727,1.274107341,-0.553873918,-0.219671783
1101,2.030088357,0.526931854,-0.219561658
279,0.984680475,-0.427513616,-0.218644304
2581,-0.714205625,0.863476939,-0.218607623
2872,-0.757772767,-0.521274199,-0.217800895
462,0.526999603,-0.282554741,-0.217122888
1818,-0.780267246,-0.58722335,-0.217031292
3271,-1.073418014,-0.521274199,-0.215859417
189,1.51775478,-0.553873918,-0.215456823
486,-1.258454391,-0.806664074,-0.215237277
3146,-0.875817158,-0.656395162,-0.214322892
817,0.841011399,-0.458135302,-0.21414009
1680,-0.780267246,-0.174838546,-0.213171658
2663,1.565716402,-0.397475362,-0.212879439
1262,-0.060755989,0.637844308,-0.212003166
1017,-0.672349015,-0.729314009,-0.211930169
3090,-0.287429247,-0.339023471,-0.211619977
1274,-0.780267246,-0.847276495,-0.207939665
1629,-0.302749829,0.709268655,-0.207393946
1168,0.139347132,-0.806664074,-0.206775735
857,-0.652002409,-0.227880049,-0.204959118
2571,-0.55532475,-0.282554741,-0.204342029
1946,1.017413296,0.093048461,-0.204051732
1189,2.10697128,-0.339023471,-0.20352573
503,-0.333877457,0.619684474,-0.20318122
2844,1.121246593,-0.427513616,-0.201677292
259,0.725597067,-0.692347911,-0.20093501
3072,0.197734088,-0.367988408,-0.200627355
2476,-0.875817158,-0.367988408,-0.200283589
1914,1.99407588,-0.367988408,-0.199921825
2636,-0.593051416,-0.255003783,-0.199759063
2192,1.229064277,-0.489375795,-0.19862028
3097,1.376710256,-0.367988408,-0.197879687
2906,0.642477367,-0.847276495,-0.196778583
1823,-0.074041057,-0.367988408,-0.196670327
2806,-1.567758383,1.103533678,-0.195948839
2489,-1.479370101,0.691589972,-0.194885352
3171,-1.17759363,-0.397475362,-0.194651137
2762,0.309622152,-0.427513616,-0.194561066
3054,0.36337819,-0.310553771,-0.193102744
1727,-0.333877457,-0.427513616,-0.192527053
1442,0.016894271,-1.186184352,-0.192149389
1755,-0.114531535,-0.656395162,-0.191484239
1070,-0.414795485,-0.000217723,-0.191304525
1603,0.806047728,-0.000217723,-0.190837381
1875,1.017413296,-1.695131297,-0.190262657
2644,-0.954697669,-0.227880049,-0.189508704
547,-0.875817158,-0.458135302,-0.188253053
939,-0.156030538,-0.310553771,-0.187464385
1632,-0.25725009,1.70660769,-0.186515011
3253,1.001095023,-0.427513616,-0.183813847
394,-0.757772767,-0.282554741,-0.183527948
315,-0.242382455,-1.246878045,-0.182742036
1926,-0.381866639,-0.397475362,-0.182206449
1034,0.09132719,-0.073120917,-0.180993239
2643,1.105515349,-0.427513616,-0.179193271
3163,0.054488041,-0.282554741,-0.178623484
953,1.152456019,-0.367988408,-0.178107322
2848,-0.448537757,1.103533678,-0.177662513
2092,-1.041948201,0.945667134,-0.177609145
1521,-0.803279042,-0.339023471,-0.177235633
1118,-0.431561164,-0.024220536,-0.176577791
3124,0.127455416,-0.847276495,-0.176257875
3457,0.526999603,-1.186184352,-0.175156521
1216,-0.060755989,-0.489375795,-0.174943459
1895,0.186195327,-0.367988408,-0.174552933
3108,0.951555603,-1.468745318,-0.174552933
60,0.352735322,-0.767384301,-0.174180262
341,-0.875817158,0.619684474,-0.173169245
2461,-0.365689454,-0.621376729,-0.171468183
2612,-1.258454391,-0.282554741,-0.170441491
2046,1.476082774,-0.123292073,-0.170087639
1537,-0.757772767,-0.367988408,-0.170034569
147,1.51775478,-0.553873918,-0.17001688
1924,-1.140982004,0.246986399,-0.169097345
1045,-0.780267246,0.961831898,-0.168849884
3131,0.566123511,-0.000217723,-0.168673154
3364,0.054488041,-1.026449096,-0.16833743
3185,0.029512257,-1.246878045,-0.166765934
1792,1.510846079,-0.227880049,-0.165090498
280,1.666245132,-0.282554741,-0.163857286
3604,-0.500817436,-0.255003783,-0.159444509
3147,1.175646914,0.410931597,-0.159146152
2345,1.679428322,-0.58722335,-0.159111056
1648,0.029512257,-1.186184352,-0.157830652
2667,0.029512257,-0.489375795,-0.157585232
795,-0.593051416,-0.367988408,-0.155798508
137,-0.431561164,-0.20116426,-0.155500948
1555,1.311142074,-0.367988408,-0.155378442
1733,0.689000305,-0.521274199,-0.153419843
1554,-1.411547387,1.057028602,-0.150661589
3309,-0.349695081,-0.339023471,-0.149737598
3491,0.139347132,-1.468745318,-0.149580756
3069,-0.982721077,-0.227880049,-0.149389084
848,-0.500817436,-0.367988408,-0.147595644
2198,1.433870675,0.430648756,-0.14693458
3049,-1.354370194,1.118881495,-0.145682912
3410,-0.851009019,0.778860693,-0.144744912
3637,-0.25725009,1.057028602,-0.143200349
3249,-0.55532475,-0.227880049,-0.142541403
3254,-1.479370101,-0.073120917,-0.140324122
2380,-0.901324528,-0.282554741,-0.138456076
1303,0.331288728,-1.246878045,-0.138093139
1028,0.689000305,0.115724025,-0.137903068
2832,-1.567758383,0.160362696,-0.137298471
3572,1.921000148,-0.521274199,-0.137177584
1187,0.446691531,-0.282554741,-0.137125778
2693,-0.483156889,1.425357015,-0.135106881
2158,1.017413296,-0.621376729,-0.132367996
2114,-0.114531535,2.280699529,-0.132333579
661,0.054488041,-1.026449096,-0.130132701
3141,1.383911763,-1.695131297,-0.130132701
2910,2.000101778,0.601398085,-0.129737603
631,2.095242391,-0.174838546,-0.129565857
400,0.426158022,-0.282554741,-0.129085081
392,1.865232407,0.961831898,-0.128278442
2350,1.592816949,-0.123292073,-0.128244128
961,-0.780267246,-0.310553771,-0.127163655
131,1.981995138,-0.553873918,-0.126752269
2751,-0.757772767,0.391052148,-0.125416113
1655,-0.593051416,-1.468745318,-0.125398991
2391,-0.198617405,0.450207536,-0.125296265
1356,-0.927593815,-0.255003783,-0.124577394
1309,-0.381866639,-0.310553771,-0.124183885
3077,-0.954697669,0.880102338,-0.124132567
2433,-0.757772767,-0.458135302,-0.123978621
1969,-1.216574491,-0.024220536,-0.122901484
1398,-1.140982004,-0.729314009,-0.122679323
1917,-0.612371324,0.350789912,-0.122440111
1327,1.988040349,-0.656395162,-0.122303438
904,-0.398233049,-0.148886303,-0.121978893
2600,0.426158022,0.309827306,-0.121944734
1627,-0.333877457,-0.397475362,-0.118601319
3419,1.025536854,1.311945755,-0.118396883
3214,-0.982721077,-0.20116426,-0.117783755
3144,-0.431561164,-0.148886303,-0.117664567
2410,1.160206634,-0.174838546,-0.116813525
564,-0.414795485,0.093048461,-0.115622944
2395,0.139347132,-0.489375795,-0.115554942
2827,0.517114563,-1.246878045,-0.11507902
634,0.066849357,-0.889367174,-0.113329712
779,-0.431561164,0.046945496,-0.113159994
2562,0.220612081,-0.367988408,-0.11295636
391,0.054488041,-0.310553771,-0.11176909
3365,-1.073418014,0.023501002,-0.110007021
251,0.689000305,1.575435677,-0.109346822
3191,-0.213070029,-0.310553771,-0.108703854
3257,-0.593051416,-0.174838546,-0.10828101
2758,-1.303996075,-0.367988408,-0.108264099
2162,-0.632016005,-0.024220536,-0.107199118
2277,0.265601039,1.088109692,-0.105105349
2467,0.426158022,1.820818564,-0.104886023
29,0.127455416,-0.255003783,-0.103587651
3017,-0.714205625,-0.339023471,-0.10321691
3050,1.963800953,-1.695131297,-0.101970598
3284,0.054488041,-0.397475362,-0.101566629
1832,-0.074041057,-0.098041437,-0.100725402
12,0.456887639,-0.521274199,-0.099951922
327,-0.349695081,-0.93311034,-0.098994076
1672,-0.333877457,1.149353063,-0.097667622
1228,0.901101377,-0.20116426,-0.09622507
1567,0.814832794,-0.227880049,-0.095956853
1130,0.186195327,0.023501002,-0.095822764
1514,-0.954697669,0.115724025,-0.095504353
907,-0.73576221,-0.227880049,-0.094851002
2501,-0.128248765,0.371006336,-0.093428091
990,-0.757772767,0.093048461,-0.091989916
3052,-0.632016005,0.564434817,-0.091655669
3454,1.229064277,-0.656395162,-0.091070929
1846,-0.047572727,0.896632459,-0.090620011
555,-0.114531535,-1.129692039,-0.090536524
894,1.975940199,-0.227880049,-0.089368225
3177,-1.411547387,-0.098041437,-0.08830092
318,1.808598403,-0.427513616,-0.088034221
3505,-0.714205625,1.397358691,-0.087384355
1264,0.752697786,-0.427513616,-0.087067864
2431,1.21389939,-0.227880049,-0.086784747
1192,-0.25725009,-0.339023471,-0.086618235
424,1.858983252,-0.227880049,-0.085785972
992,0.115489141,-0.9787174,-0.083956733
47,1.362257746,-0.692347911,-0.082561468
3035,0.734663077,1.480678928,-0.081748205
1478,0.209205956,-0.310553771,-0.081333456
2879,-1.17759363,0.673794595,-0.077308482
27,-0.632016005,-0.310553771,-0.076349494
3566,-0.574040686,-0.123292073,-0.075655462
592,0.029512257,-0.9787174,-0.074367457
162,1.160206634,-0.339023471,-0.070740969
2674,-0.021502484,0.246986399,-0.069802903
3203,-1.140982004,-0.427513616,-0.069358774
1386,-0.518725019,1.955939223,-0.069260097
2156,-0.365689454,0.430648756,-0.068438064
3244,1.033636967,-1.468745318,-0.068043658
284,0.309622152,-0.339023471,-0.06640149
644,0.054488041,-0.397475362,-0.065989606
629,-0.693076031,1.041369119,-0.065810777
1894,1.99407588,0.138159617,-0.065400706
1129,1.896318894,-0.255003783,-0.063450401
1824,1.852723351,-0.282554741,-0.063417646
1219,0.507186823,-0.024220536,-0.063024643
269,-1.140982004,0.371006336,-0.062762701
1124,-0.448537757,0.225645948,-0.062075337
693,-0.156030538,-0.20116426,-0.061159372
2472,-0.365689454,-0.098041437,-0.061143021
1975,-1.354370194,0.410931597,-0.060783344
2822,-0.73576221,1.693699866,-0.059753868
1195,-0.593051416,-0.20116426,-0.056181038
588,-1.479370101,0.673794595,-0.055838912
572,-0.448537757,-0.282554741,-0.055382873
2958,1.51775478,-0.806664074,-0.05528517
2815,0.151165667,0.977909047,-0.054031906
3534,1.99407588,-0.58722335,-0.053576449
2122,0.517114563,-0.367988408,-0.050684465
